truth_x,truth_y,truth_z,truth_vx,truth_vy,truth_vz,truth_roll,truth_pitch,truth_yaw,f_mode,armed,time_ms,imu_seq,cont_seq,log_seq,dt,imu_dt,hal_dt,rc_thr,rc_roll,rc_pitch,rc_yaw,t_roll,t_pitch,t_yaw,g_roll,g_pitch,g_yaw,a_roll,a_pitch,cor_roll,cor_pitch,err_roll,err_pitch,est_roll,est_pitch,est_yaw,gyr_b_x,gyr_b_y,gyr_b_z,accel_m,accel_w,ahrs_v,c_roll,c_pitch,c_yaw,m1,m2,m3,m4
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,19600,0,0,0,0,0.002,0,0.3795,0,0,0,0,0,0,0.00209308,-0.00519335,-0.00748116,-0.0594203,-0.0370848,0,0,0,0,-0.00493694,0.00436039,0.00796127,0,0,0,9.73552,0.947324,1,0,0,0,0.3795,0.3795,0.3795,0.3795
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,19800,0,0,0,0,0.002,0,0.403905,0,0,0,0,0,0,-0.0156538,-0.0113495,-0.00313828,-0.0824663,-0.0220553,0,0,0,0,-0.0047662,0.00469217,0.00774542,0,0,0,9.74243,0.946861,1,0,0,0,0.403905,0.403905,0.403905,0.403905
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,20000,0,0,0,0,0.002,0,0.412447,0,0,0,0,0,0,0.00176141,0.00102827,0.00811681,-0.0720088,-0.0528928,0,0,0,0,-0.00508106,0.00428686,0.00744258,0,0,0,9.75296,0.956891,1,0,-0.00881789,-0.0105639,0.431828,0.414193,0.410701,0.393065
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,20200,0,0,0,0,0.002,0,0.424649,0,0,0,0,0,0,0.00151305,0.00871287,-0.00688054,-0.0418564,-0.0546768,0,0,0,0,-0.00437741,0.00446775,0.0077226,0,0,0,9.74933,0.958703,1,0,0,0,0.424649,0.424649,0.424649,0.424649
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,20400,0,0,0,0,0.002,0,0.42648,0,0,0,0,0,0,-0.01298,-0.00614666,0.012106,-0.0700023,-0.0400317,0,0,0,0,-0.00425001,0.00479788,0.00830485,0,0,0,9.752,0.957894,1,0,0,0,0.42648,0.42648,0.42648,0.42648
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,20600,0,0,0,0,0.002,0,0.438682,0,0,0,0,0,0,-0.00197047,0.00653856,0.00691547,-0.0616793,-0.0380549,0,0,0,0,-0.00453561,0.00406091,0.00920025,0,0,0,9.76575,0.967081,1,0,0,0,0.438682,0.438682,0.438682,0.438682
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,20800,0,0,0,0,0.002,0,0.453935,0,0,0,0,0,0,0.00290699,-0.0020529,-0.00292657,-0.0693727,-0.0605319,0,0,0,0,-0.00422837,0.00379701,0.00881073,0,0,0,9.75057,0.953623,1,0,0,0,0.453935,0.453935,0.453935,0.453935
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,21000,0,0,0,0,0.002,0,0.463697,0,0,0,0,0,0,-0.0137319,-0.00371597,0.00761572,-0.0781441,-0.048378,0,0,0,0,-0.00452858,0.00468148,0.00783035,0,0,0,9.78589,0.97871,1,0,0,0,0.463697,0.463697,0.463697,0.463697
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,21200,0,0,0,0,0.002,0,0.481391,0,0,0,0,0,0,-0.00263591,-0.00377179,0.00765334,-0.0713242,-0.0661738,0,0,0,0,-0.00463411,0.00421718,0.00795286,0,0,0,9.74076,0.947279,1,0,0,0,0.481391,0.481391,0.481391,0.481391
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,21400,0,0,0,0,0.002,0,0.499695,0,0,0,0,0,0,0.00896474,-0.00382492,0.00235332,-0.0531944,-0.0424249,0,0,0,0,-0.004818,0.00330742,0.00870076,0,0,0,9.74362,0.952509,1,0,0,0,0.499695,0.499695,0.499695,0.499695
