truth_x,truth_y,truth_z,truth_vx,truth_vy,truth_vz,truth_roll,truth_pitch,truth_yaw,f_mode,armed,time_ms,imu_seq,cont_seq,log_seq,dt,imu_dt,hal_dt,rc_thr,rc_roll,rc_pitch,rc_yaw,t_roll,t_pitch,t_yaw,g_roll,g_pitch,g_yaw,g_mag,a_X,a_Y,a_Z,a_roll,a_pitch,cor_roll,cor_pitch,err_roll,err_pitch,est_roll,est_pitch,est_yaw,gyr_b_x,gyr_b_y,gyr_b_z,accel_m,accel_w,ahrs_v,c_roll,c_pitch,c_yaw,m1,m2,m3,m4
0,0,-0.006,0,0,-0.882,0,-0,0,0,0,78400,0,0,0,0,0.002,0,0.8505,0,0,0,0,0,0,0.0035,-0.0028,0.0013,0.0047,0.0441,-0.0418,0.0572,-0.6307,-0.5572,0,0,0,0,2.2251,0.7127,2.1921,0,0,0,0.0835,0,1,-0.0055,-0.0052,-0.0029,0.4731,0.4516,0.4562,0.4568
0.0016,-0.0003,-0.0326,-0.0001,-0,0.0007,0.0041,0.0429,-0.0007,0,0,78600,0,0,0,0,0.002,0,0.8505,0,0,0,0,0,0,-0.0043,-0.0128,0.0149,0.02,-0.3778,-0.0213,9.8305,-0.0022,0.0384,0,0,0,0,2.256,0.6869,2.2346,0,0,0,9.8378,0,1,-0.0055,-0.0052,-0.0029,0.4731,0.4516,0.4562,0.4568
0.0015,-0.0003,-0.0325,-0.0001,-0,0.0007,0.0043,0.0424,-0.0007,0,0,78800,0,0,0,0,0.002,0,0.8505,0,0,0,0,0,0,-0.0093,-0.0016,0.0036,0.0101,-0.3431,-0.0097,9.8221,-0.001,0.0349,0,0,0,0,2.2532,0.6876,2.2315,0,0,0,9.8281,0,1,-0.0055,-0.0052,-0.0029,0.4731,0.4516,0.4562,0.4568
0.0015,-0.0003,-0.0323,-0.0001,-0,0.0007,0.0045,0.042,-0.0007,0,0,79000,0,0,0,0,0.002,0,0.8517,0,0,0,0,0,0,-0.0175,-0.0132,-0.0028,0.0221,-0.3672,-0.0107,9.8559,-0.0011,0.0372,0,0,0,0,2.2509,0.6879,2.2298,0,0,0,9.8627,0,1,-0.0055,-0.0052,-0.0029,0.4731,0.4516,0.4562,0.4568
0.0015,-0.0003,-0.0322,-0.0001,-0,0.0007,0.0046,0.0416,-0.0007,0,0,79200,0,0,0,0,0.002,0,0.867,0,0,0,0,0,0,-0.0062,-0.0158,-0.0007,0.017,-0.3589,-0.0247,9.8226,-0.0025,0.0365,0,0,0,0,2.2482,0.6893,2.2277,0,0,0,9.8292,0,1,-0.0055,-0.0052,-0.0029,0.4731,0.4516,0.4562,0.4568
0.0015,-0.0003,-0.0321,-0.0001,-0,0.0007,0.0048,0.0411,-0.0007,0,0,79400,0,0,0,0,0.002,0,0.9988,0,0,0,0,0,0,-0.0167,-0.008,0.0043,0.019,-0.3549,0.0037,9.8342,0.0004,0.0361,0,0,0,0,2.246,0.6902,2.2253,0,0,0,9.8406,0,1,-0.0055,-0.0052,-0.0029,0.4731,0.4516,0.4562,0.4568
0.0015,-0.0004,-0.032,-0.0001,-0,0.0007,0.005,0.0407,-0.0007,0,0,79600,0,0,0,0,0.002,0,1,0,0,0,0,0,0,0.0029,-0.0093,-0.0166,0.0192,-0.3639,0.0084,9.8393,0.0009,0.037,0,0,0,0,2.2428,0.6917,2.2226,0,0,0,9.846,0,1,-0.0055,-0.0052,-0.0029,0.4731,0.4516,0.4562,0.4568
0.0014,-0.0004,-0.0318,-0.0001,-0,0.0007,0.0051,0.0402,-0.0007,0,0,79800,0,0,0,0,0.002,0,1,0,0,0,0,0,0,-0.0071,-0.0091,-0.0044,0.0123,-0.3416,0.0044,9.8255,0.0004,0.0348,0,0,0,0,2.2401,0.6932,2.2202,0,0,0,9.8314,0,1,-0.0055,-0.0052,-0.0029,0.4731,0.4516,0.4562,0.4568
0.0014,-0.0004,-0.0317,-0.0001,-0,0.0007,0.0053,0.0398,-0.0007,0,0,80000,0,0,0,0,0.002,0,1,0,0,0,0,0,0,-0.0118,-0.0049,0.0016,0.0128,-0.3548,-0.0044,9.8151,-0.0004,0.0361,0,0,0,0,2.2382,0.6944,2.2182,0,0,0,9.8215,0,1,-0.0055,-0.0052,-0.0029,0.4731,0.4516,0.4562,0.4568
0.0014,-0.0004,-0.0316,-0.0001,-0,0.0007,0.0055,0.0394,-0.0007,0,0,80200,0,0,0,0,0.002,0,0.8816,0,0,0,0,0,0,0.0079,-0.0046,-0.0071,0.0116,-0.3308,-0.0061,9.8432,-0.0006,0.0336,0,0,0,0,2.2357,0.6955,2.2161,0,0,0,9.8488,0,1,-0.0055,-0.0052,-0.0029,0.4731,0.4516,0.4562,0.4568
0.0014,-0.0004,-0.0314,-0.0001,-0,0.0006,0.0056,0.0389,-0.0007,0,0,80400,0,0,0,0,0.002,0,0,0,0,0,0,0,0,-0.0042,-0.0035,0.0016,0.0057,-0.3281,-0.015,9.8342,-0.0015,0.0334,0,0,0,0,2.2335,0.6968,2.2138,0,0,0,9.8397,0,1,-0.0055,-0.0052,-0.0029,0.4731,0.4516,0.4562,0.4568
0.0014,-0.0004,-0.0313,-0.0001,0,0.0004,0.0056,0.0385,-0.0007,0,0,80600,0,0,0,0,0.002,0,0,0,0,0,0,0,0,-0.0004,-0.0116,0.0033,0.012,-0.3203,0.0208,9.8177,0.0021,0.0326,0,0,0,0,2.2305,0.6976,2.2112,0,0,0,9.8229,0,1,-0.0055,-0.0052,-0.0029,0.4731,0.4516,0.4562,0.4568
0.0013,-0.0004,-0.0312,-0.0002,0.0001,0.0004,0.0054,0.0379,-0.0007,0,0,80800,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.0008,-0.0177,0.0067,0.0189,-0.3245,-0.0031,9.8519,-0.0003,0.0329,0,0,0,0,2.2281,0.6992,2.2094,0,0,0,9.8572,0,1,-0.0055,-0.0052,-0.0029,0.4731,0.4516,0.4562,0.4568
0.0013,-0.0004,-0.0312,-0.0002,0.0001,0.0003,0.0052,0.0373,-0.0007,0,0,81000,0,0,0,0,0.002,0,0,0,0,0,0,0,0,-0.0092,-0.0028,0.0032,0.0101,-0.3163,-0.0137,9.8285,-0.0014,0.0322,0,0,0,0,2.2253,0.7002,2.2068,0,0,0,9.8336,0,1,-0.0055,-0.0052,-0.0029,0.4731,0.4516,0.4562,0.4568
0.0013,-0.0004,-0.0311,-0.0002,0.0001,0.0003,0.0049,0.0367,-0.0007,0,0,81200,0,0,0,0,0.002,0,0,0,0,0,0,0,0,-0.0253,-0.0062,0.0027,0.0262,-0.3066,0.0069,9.8377,0.0007,0.0312,0,0,0,0,2.2221,0.7015,2.2046,0,0,0,9.8425,0,1,-0.0055,-0.0052,-0.0029,0.4731,0.4516,0.4562,0.4568
0.0012,-0.0003,-0.0311,-0.0002,0.0001,0.0003,0.0045,0.036,-0.0007,0,0,81400,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.0033,-0.0081,-0.0017,0.0089,-0.3194,-0.0122,9.8194,-0.0012,0.0325,0,0,0,0,2.2185,0.7024,2.202,0,0,0,9.8246,0,1,-0.0055,-0.0052,-0.0029,0.4731,0.4516,0.4562,0.4568
0.0012,-0.0003,-0.031,-0.0002,0.0001,0.0003,0.0042,0.0354,-0.0007,0,0,81600,0,0,0,0,0.002,0,0,0,0,0,0,0,0,-0.0066,-0.0145,-0.0052,0.0168,-0.3118,-0.0074,9.8469,-0.0008,0.0317,0,0,0,0,2.2154,0.7037,2.1991,0,0,0,9.8518,0,1,-0.0055,-0.0052,-0.0029,0.4731,0.4516,0.4562,0.4568
0.0012,-0.0003,-0.0309,-0.0002,0.0001,0.0003,0.0038,0.0347,-0.0007,0,0,81800,0,0,0,0,0.002,0,0,0,0,0,0,0,0,-0.0057,-0.0155,-0.0057,0.0175,-0.2774,-0.0061,9.8519,-0.0006,0.0282,0,0,0,0,2.2127,0.7043,2.1965,0,0,0,9.8558,0,1,-0.0055,-0.0052,-0.0029,0.4731,0.4516,0.4562,0.4568
0.0011,-0.0003,-0.0309,-0.0001,0.0001,0.0002,0.0035,0.0342,-0.0007,0,0,82000,0,0,0,0,0.002,0,0,0,0,0,0,0,0,-0.0028,-0.01,0.0033,0.0109,-0.2905,-0.0118,9.836,-0.0012,0.0295,0,0,0,0,2.2092,0.7051,2.1939,0,0,0,9.8403,0,1,-0.0055,-0.0052,-0.0029,0.4731,0.4516,0.4562,0.4568
0.0011,-0.0003,-0.0309,-0.0001,0,0.0001,0.0033,0.0339,-0.0007,0,0,82200,0,0,0,0,0.002,0,0,0,0,0,0,0,0,-0.006,-0.0139,-0.0046,0.0158,-0.2784,-0.0255,9.8532,-0.0026,0.0282,0,0,0,0,2.2066,0.706,2.1915,0,0,0,9.8572,0,1,-0.0055,-0.0052,-0.0029,0.4731,0.4516,0.4562,0.4568
0.0011,-0.0003,-0.0309,-0,0,0.0001,0.0032,0.0337,-0.0007,0,1,82400,0,0,0,0,0.002,0,0,0,0,0,0,0,0,-0.016,-0.0156,0.0106,0.0247,-0.2756,-0.0196,9.8445,-0.002,0.028,0,0,0,0,2.2037,0.707,2.1896,0,0,0,9.8484,0,1,0.0012,0.002,-0.001,0.06,0.06,0.06,0.06
0.0011,-0.0003,-0.0309,-0,0,0,0.0032,0.0336,-0.0007,0,1,82600,0,0,0,0,0.002,0,0,0,0,0,0,0,0,-0.0082,-0.0021,0.0036,0.0092,-0.2504,-0.0064,9.8415,-0.0007,0.0254,0,0,0,0,2.2011,0.7077,2.1878,0,0,0,9.8447,0,1,-0.0009,-0.0034,-0.0003,0.06,0.06,0.06,0.06
0.0011,-0.0003,-0.0308,-0,0,0,0.0031,0.0335,-0.0007,0,1,82800,0,0,0,0,0.002,0,0,0,0,0,0,0,0,-0.0008,-0.0022,0.0068,0.0072,-0.2797,-0.0262,9.8532,-0.0027,0.0284,0,0,0,0,2.1982,0.708,2.1854,0,0,0,9.8572,0,1,0.0003,-0.0002,-0.0006,0.06,0.06,0.06,0.06
0.0011,-0.0003,-0.0308,-0,0,0,0.0031,0.0335,-0.0007,0,1,83000,0,0,0,0,0.002,0,0,0,0,0,0,0,0,-0.0076,-0.0028,0.0008,0.0081,-0.288,-0.0217,9.8167,-0.0022,0.0293,0,0,0,0,2.1961,0.7083,2.1836,0,0,0,9.8209,0,1,-0.0015,-0.004,-0.0001,0.06,0.06,0.06,0.06
0.0011,-0.0003,-0.0308,-0,0,0,0.0031,0.0334,-0.0007,0,1,83200,0,0,0,0,0.002,0,0.1495,0,0,0,0,0,0,-0.0035,-0.0136,-0.0066,0.0155,-0.2687,-0.0181,9.8366,-0.0018,0.0273,0,0,0,0,2.1938,0.7092,2.1817,0,0,0,9.8403,0,1,0.0067,0.0047,0.0006,0.1375,0.1603,0.1521,0.148
0.0011,-0.0003,-0.0308,-0,0,0,0.0031,0.0334,-0.0007,0,1,83400,0,0,0,0,0.002,0,0.3167,0,0,0,0,0,0,-0.0014,-0.0112,-0.0038,0.0119,-0.2753,0.0061,9.8511,0.0006,0.0279,0,0,0,0,2.1907,0.7104,2.1791,0,0,0,9.855,0,1,-0.0052,-0.0022,0.0003,0.3237,0.309,0.314,0.3199
0.0011,-0.0003,-0.0308,-0,0,0,0.0031,0.0334,-0.0007,0,1,83600,0,0,0,0,0.002,0,0.4576,0,0,0,0,0,0,-0.0108,-0.0073,0.0017,0.0132,-0.2745,-0.0113,9.8297,-0.0012,0.0279,0,0,0,0,2.1887,0.7113,2.1773,0,0,0,9.8336,0,1,0.003,0.0033,-0.0002,0.4515,0.4641,0.4571,0.4577
0.0011,-0.0003,-0.0308,-0,0,0,0.0031,0.0334,-0.0007,0,1,83800,0,0,0,0,0.002,0,0.5345,0,0,0,0,0,0,-0.0076,-0.005,-0.0074,0.0117,-0.2846,-0.0295,9.8318,-0.003,0.0289,0,0,0,0,2.186,0.712,2.1752,0,0,0,9.8359,0,1,-0.0014,0,0.0006,0.5352,0.5325,0.5336,0.5365
0.0057,-0.0007,-0.023,0.0468,-0.0047,0.1218,0.0041,0.0357,-0.0007,0,1,84000,0,0,0,0,0.002,0,0.6236,0,0,0,0,0,0,-0.0007,0.0035,0.003,0.0047,0.0283,-0.0577,11.5804,-0.005,-0.0024,0,0,0,0,2.1855,0.7121,2.1749,0,0,0,11.5806,0,1,0.0001,0.0003,-0.0003,0.6235,0.6243,0.623,0.6235
0.0258,-0.003,0.0725,0.1126,-0.0122,0.8235,0.0059,0.0374,-0.0008,0,1,84200,0,0,0,0,0.002,0,0.709,0,0,0,0,0,0,0.0084,-0.0075,-0.0138,0.0178,0.0196,-0.0334,14.4343,-0.0023,-0.0014,0,0,0,0,2.1869,0.7118,2.1753,0,0,0,14.4343,0,1,-0.0003,0.0025,0.0012,0.7057,0.7099,0.7073,0.713
0.0648,-0.0083,0.3319,0.1791,-0.0217,1.7076,0.0082,0.0366,-0.0009,0,1,84400,0,0,0,0,0.002,0,0.7498,0,0,0,0,0,0,0.0115,-0.0132,0.0084,0.0195,0.0333,-0.0317,14.4421,-0.0022,-0.0023,0,0,0,0,2.187,0.7133,2.173,0,0,0,14.4422,0,1,-0.0007,0.0012,-0.0008,0.7501,0.7512,0.7471,0.751
0.126,-0.0186,0.7928,0.2523,-0.0354,2.6457,0.0094,0.0313,-0.001,0,1,84600,0,0,0,0,0.002,0,0.7846,0,0,0,0,0,0,0.003,-0.0431,0.0005,0.0432,0.0083,-0.0332,14.4336,-0.0023,-0.0006,0,0,0,0,2.1827,0.7172,2.1663,0,0,0,14.4337,0,1,0.0023,0.0086,-0.0001,0.7392,0.761,0.7435,0.7563
0.1989,-0.0331,1.4012,0.3262,-0.0524,3.5263,0.0091,0.0208,-0.0012,0,1,84800,0,0,0,0,0.002,0,0.8078,0,0,0,0,0,0,-0.0076,-0.0833,-0.0077,0.084,-0.0012,-0.0442,14.4318,-0.0031,0.0001,0,0,0,0,2.1726,0.724,2.1532,0,0,0,14.4319,0,1,0.0001,0.0089,0.0006,0.7404,0.7583,0.7419,0.7594
0.2855,-0.0532,2.2332,0.4143,-0.0761,4.4577,0.0065,0.002,-0.0014,0,1,85000,0,0,0,0,0.002,0,0.817,0,0,0,0,0,0,-0.0226,-0.1176,-0.0003,0.1198,-0.005,-0.0302,14.4227,-0.0021,0.0003,0,0,0,0,2.1546,0.734,2.1316,0,0,0,14.4228,0,1,0.0018,0.0142,-0,0.7341,0.766,0.7376,0.7623
0.3653,-0.0752,3.191,0.5114,-0.1056,5.3282,0.0015,-0.0247,-0.0015,0,1,85200,0,0,0,0,0.002,0,0.817,0,0,0,0,0,0,-0.0345,-0.1705,-0.0039,0.174,-0.0236,-0.0143,14.4431,-0.001,0.0016,0,0,0,0,2.1265,0.7494,2.0986,0,0,0,14.4431,0,1,0.0049,0.019,0.0003,0.7259,0.7736,0.7362,0.7644
0.4313,-0.0984,4.394,0.6379,-0.1477,6.2445,-0.0074,-0.0645,-0.0013,0,1,85400,0,0,0,0,0.002,0,0.817,0,0.0293,0,0,0,0,-0.0595,-0.2352,0.0036,0.2426,-0.0381,-0.0333,14.4376,-0.0023,0.0026,0,0,0,0,2.0847,0.769,2.0521,0,0,0,14.4377,0,1,0.0009,0.0197,-0.0004,0.7298,0.771,0.7307,0.7685
0.4538,-0.1151,5.6995,0.7894,-0.2018,7.0967,-0.0202,-0.1152,-0.0003,0,1,85600,0,0,0,0,0.002,0,0.817,0,0.0585,0,0,0.0809,0,-0.082,-0.3092,-0.0036,0.32,-0.0553,-0.0236,14.4507,-0.0016,0.0038,0,0,0,0,2.024,0.7935,1.9856,0,0,0,14.4508,0,1,0.0051,0.0347,0.0002,0.71,0.7896,0.7206,0.7799
0.4097,-0.1195,7.17,0.9877,-0.2763,7.9374,-0.0386,-0.1817,0.0024,0,1,85800,0,0,0,0,0.002,0,0.817,0,0.1061,0,0,0.1557,0,-0.1189,-0.3797,0.0022,0.3979,-0.0765,-0.0001,14.4155,-0,0.0053,0,0,0,0,1.9392,0.8206,1.8943,0,0,0,14.4157,0,1,0.0113,0.0453,-0.0003,0.6937,0.8069,0.7158,0.7836
0.2491,-0.0995,8.906,1.2754,-0.3889,8.8153,-0.0667,-0.2736,0.0089,0,1,86000,0,0,0,0,0.002,0,0.817,0,0.1354,0,0,0.2061,0,-0.145,-0.511,0.0108,0.5313,-0.155,-0.018,14.4453,-0.0012,0.0107,0,0,0,0,1.8186,0.846,1.7674,0,0,0,14.4461,0,1,0.0126,0.0599,-0.0011,0.6786,0.8236,0.7017,0.7961
-0.0578,-0.043,10.6902,1.6535,-0.5403,9.6234,-0.105,-0.3846,0.0218,0,1,86200,0,0,0,0,0.002,0,0.817,0,0.1,0,0,0.1457,0,-0.2024,-0.65,0.0219,0.6811,-0.209,0.0371,14.4275,0.0026,0.0145,0,0,0,0,1.6517,0.862,1.5933,0,0,0,14.4291,0,1,0.0177,0.0667,-0.0022,0.6678,0.8366,0.6989,0.7967
-0.6149,0.0775,12.7189,2.1695,-0.7367,10.4644,-0.1607,-0.5271,0.0492,0,1,86400,0,0,0,0,0.002,0,0.817,0,0.0951,0,0,0.1377,0,-0.2021,-0.7555,0.0122,0.7822,-0.2594,0.0648,14.4006,0.0045,0.018,0,0,0,0,1.4453,0.8538,1.3782,0,0,0,14.4031,0,1,0.0177,0.072,-0.0014,0.6617,0.8411,0.6943,0.8029
-1.4247,0.2681,14.7135,2.6507,-0.8614,11.2948,-0.2241,-0.671,0.0936,0,1,86600,0,0,0,0,0.002,0,0.817,0,0,0,0,0,0,-0.1961,-0.8118,0.0649,0.8377,-0.3569,0.095,14.4,0.0066,0.0248,0,0,0,0,1.239,0.8094,1.1562,0,0,0,14.4047,0,1,0.0265,0.066,-0.0064,0.6639,0.8489,0.7041,0.783
-2.6629,0.5704,16.8641,3.3099,-0.9676,12.2286,-0.3228,-0.8428,0.1777,0,1,86800,0,0,0,0,0.002,0,0.8176,0,0,0,0,0,0,-0.1977,-0.9486,0.0786,0.9721,-0.4535,0.0993,14.3856,0.0069,0.0315,0,0,0,0,1.0479,0.7247,0.9407,0,0,0,14.3931,0,1,0.0218,0.074,-0.0079,0.6622,0.8537,0.6898,0.7943
-4.2503,0.9595,18.8421,4.1096,-0.9805,13.1759,-0.4735,-1.0139,0.3261,0,1,87000,0,0,0,0,0.002,0,0.8188,0,0,0,0,0,0,-0.142,-1.0405,0.0906,1.054,-0.5819,0.1092,14.3582,0.0076,0.0405,0,0,0,0,0.8922,0.5979,0.7451,0,0,0,14.3704,0,1,0.0184,0.0837,-0.0094,0.6574,0.8615,0.6753,0.8058
-6.304,1.4488,20.682,5.193,-0.8285,14.1827,-0.767,-1.1789,0.6341,0,1,87200,0,0,0,0,0.002,0,0.8206,0,0,0,0,0,0,-0.0606,-1.1782,0.1108,1.185,-0.7608,0.0781,14.3528,0.0054,0.053,0,0,0,0,0.7836,0.4326,0.5696,0,0,0,14.3732,0,1,0.0106,0.0864,-0.0118,0.6647,0.8588,0.6625,0.814
-9.0411,2.059,22.3602,6.7636,-0.5736,15.2428,-1.4509,-1.2762,1.3429,0,1,87400,0,0,0,0,0.002,0,0.8237,0,0,0,0,0,0,-0.0516,-1.2548,0.1136,1.261,-1.0151,0.0351,14.2577,0.0025,0.0711,0,0,0,0,0.7178,0.2387,0.4104,0,0,0,14.2938,0,1,0.0108,0.0956,-0.0126,0.6562,0.869,0.6526,0.8223
-12.1532,2.6854,23.5453,8.536,-0.3923,16.2302,-2.1452,-1.1944,2.059,0,1,87600,0,0,0,0,0.002,0,0.8249,0,0,0,0,0,0,-0.0859,-1.2828,0.1305,1.2923,-1.308,-0.0049,14.2215,-0.0003,0.0917,0,0,0,0,0.6829,0.0279,0.2636,0,0,0,14.2815,0,1,0.0178,0.0936,-0.0147,0.6533,0.8761,0.6595,0.8111
-16.0042,3.363,24.2361,10.8789,-0.3734,17.1228,-2.5106,-0.9869,2.4423,0,1,87800,0,0,0,0,0.002,0,0.8255,0,0,0,0,0,0,-0.1321,-1.3482,0.1377,1.3616,-1.6733,0.0107,14.1464,0.0008,0.1177,0,0,0,0,0.6728,-0.193,0.12,0,0,0,14.245,0,1,0.0211,0.1001,-0.016,0.6449,0.8871,0.655,0.813
-20.0763,3.9692,24.2197,13.5672,-0.6022,17.6303,-2.6727,-0.7473,2.6142,0,1,88000,0,0,0,0,0.002,0,0.8255,0,0,0,0,0,0,-0.1963,-1.3979,0.1684,1.4216,-2.118,0.0245,14.0766,0.0017,0.1493,0,0,0,0,0.6895,-0.426,-0.0362,0,0,0,14.235,0,1,0.0233,0.1023,-0.0189,0.6433,0.8945,0.6521,0.8101
-24.7276,4.5465,23.4325,17.1395,-1.2578,16.3071,-2.7751,-0.4599,2.7167,0,0,88200,0,0,0,0,0.002,0,0.8255,0,0,0,0,0,0,-0.2194,-1.5431,0.2039,1.5719,-0.0493,-0.0438,0.0769,-0.518,0.5085,0,0,0,0,0.7452,-0.6681,-0.2243,0,0,0,0.1014,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
-29.1426,5.0765,22.2558,20.6983,-1.996,12.293,-2.8294,-0.166,2.7774,0,0,88400,0,0,0,0,0.002,0,0.8267,0,0,0,0,0,0,-0.1558,-1.5598,0.2277,1.584,0.0557,-0.0447,0.0452,-0.7792,-0.7199,0,0,0,0,0.9077,-0.9127,-0.5057,0,0,0,0.0845,0,1,0.0243,0.1032,-0.0207,0.6432,0.8982,0.6505,0.8082
