truth_x,truth_y,truth_z,truth_vx,truth_vy,truth_vz,truth_roll,truth_pitch,truth_yaw,f_mode,armed,time_ms,imu_seq,cont_seq,log_seq,dt,imu_dt,hal_dt,rc_thr,rc_roll,rc_pitch,rc_yaw,t_roll,t_pitch,t_yaw,g_roll,g_pitch,g_yaw,g_mag,a_X,a_Y,a_Z,a_roll,a_pitch,cor_roll,cor_pitch,err_roll,err_pitch,est_roll,est_pitch,est_yaw,gyr_b_x,gyr_b_y,gyr_b_z,accel_m,accel_w,ahrs_v,c_roll,c_pitch,c_yaw,m1,m2,m3,m4
0,-0,0.055,0,0,0,0,0,-0,1,0,13800,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.0022,0,-0.0017,0.0028,0.0559,0.0338,9.7379,0.0035,-0.0057,0,0,0,0,0.0046,-0.0045,-0.0053,0,0,0,9.7381,0.9501,1,0,0,0,0,0,0,0
0,-0,0.055,0,0,0,0,0,-0,1,0,14000,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.0033,-0.006,0.0033,0.0076,0.0356,0.0442,9.7538,0.0045,-0.0037,0,0,0,0,0.0045,-0.0044,-0.0052,0,0,0,9.754,0.9625,1,0,0,0,0,0,0,0
0,-0,0.055,0,0,0,0,0,-0,1,0,14200,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.0021,-0.0086,0.0075,0.0116,0.0513,0.0489,9.7412,0.005,-0.0053,0,0,0,0,0.0044,-0.0048,-0.0052,0,0,0,9.7415,0.954,1,0,0,0,0,0,0,0
0,-0,0.055,0,0,0,0,0,-0,1,0,14400,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.0007,0.001,-0.012,0.0121,0.0471,0.0643,9.7603,0.0066,-0.0048,0,0,0,0,0.0045,-0.0046,-0.0057,0,0,0,9.7607,0.9642,1,0,0,0,0,0,0,0
0,-0,0.055,0,0,0,0,0,-0,1,0,14600,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.0031,0.0042,0.001,0.0053,0.0536,0.0443,9.7499,0.0045,-0.0055,0,0,0,0,0.0044,-0.0047,-0.0056,0,0,0,9.7501,0.9601,1,0,0,0,0,0,0,0
0,-0,0.055,0,0,0,0,0,-0,1,0,14800,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.0033,0.0115,0.0114,0.0166,0.0313,0.0219,9.7564,0.0022,-0.0032,0,0,0,0,0.0045,-0.0052,-0.0056,0,0,0,9.7565,0.9595,1,0,0,0,0,0,0,0
0,-0,0.055,0,0,0,0,0,-0,1,0,15000,0,0,0,0,0.002,0,0,0,0,0,0,0,0,-0.0001,-0.0035,0.0005,0.0036,0.0487,0.0543,9.7568,0.0056,-0.005,0,0,0,0,0.0041,-0.0057,-0.0063,0,0,0,9.7571,0.9631,1,0,0,0,0,0,0,0
0,-0,0.055,0,0,0,0,0,-0,1,0,15200,0,0,0,0,0.002,0,0,0,0,0,0,0,0,-0.0069,0.0014,-0.0038,0.0079,0.0361,0.0402,9.7433,0.0041,-0.0037,0,0,0,0,0.0048,-0.0056,-0.0066,0,0,0,9.7434,0.9527,1,0,0,0,0,0,0,0
0,-0,0.055,0,0,0,0,0,-0,1,0,15400,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.0016,-0.002,-0.0063,0.0068,0.0637,0.034,9.7334,0.0035,-0.0065,0,0,0,0,0.0052,-0.0059,-0.0065,0,0,0,9.7337,0.9468,1,0,0,0,0,0,0,0
0,-0,0.055,0,0,0,0,0,-0,1,0,15600,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.0024,-0.0013,0.0158,0.0161,0.0345,0.0446,9.7399,0.0046,-0.0035,0,0,0,0,0.0049,-0.0053,-0.0066,0,0,0,9.74,0.9509,1,0,0,0,0,0,0,0
0,-0,0.055,0,0,0,0,0,-0,1,0,15800,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.0054,0.0004,0.0059,0.008,0.0405,0.0285,9.7469,0.0029,-0.0042,0,0,0,0,0.0049,-0.005,-0.0069,0,0,0,9.7471,0.955,1,0,0,0,0,0,0,0
0,-0,0.055,0,0,0,0,0,-0,1,0,16000,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.0023,0.0034,0.0085,0.0095,0.0553,0.0286,9.7433,0.0029,-0.0057,0,0,0,0,0.0044,-0.0048,-0.0073,0,0,0,9.7435,0.9535,1,0,0,0,0,0,0,0
0,-0,0.055,0,0,0,0,0,-0,1,0,16200,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.0053,-0.0055,-0.0022,0.008,0.0584,0.044,9.7615,0.0045,-0.006,0,0,0,0,0.0037,-0.0042,-0.0074,0,0,0,9.7617,0.9651,1,0,0,0,0,0,0,0
0,-0,0.055,0,0,0,0,0,-0,1,0,16400,0,0,0,0,0.002,0,0,0,0,0,0,0,0,-0.0033,-0.0028,-0.004,0.0059,0.0506,0.0153,9.7549,0.0016,-0.0052,0,0,0,0,0.0037,-0.0046,-0.0073,0,0,0,9.755,0.9602,1,0,0,0,0,0,0,0
